title,category,location,price_numeric,is_bungalow,is_villa,is_apartment,is_duplex,is_house,is_land,has_parking,has_garden,has_bhk,is_furnished,is_modern,is_luxury,is_commercial,is_urgent
"House on sale near NIC Asia Bank, Pepsicola",House,"Pepsicola, Kathmandu",32500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Flat system house on sale at Pasikot, Budhanilkantha",House,"Pasikot, Kathmandu",32500000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Newly built house on sale at Kharibot. Kapan,House,"Kharibot, Kathmandu",29000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Residential house on sale at Pasikot, Budhanilkantha",House,"Pasikot, Kathmandu",28000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House For Sale in Balkumari, Lalitpur",House,"Balkumari, Lalitpur",66000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Residential House For Sale in Nepaltar,House,"Nepaltar, Kathmandu",21900000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Brand new house on sale at Nakhipot,House,"Nakhipot, Lalitpur",28000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Beautiful house on sale at Ramkot, Nagarjun ",House,"Ramkot, Kathmandu",17500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Beautiful house for sale at Nakhipot, Lalitpur",House,"Nakhipot, Lalitpur",27000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Residential house on sale at Hattiban, Lalitpur",House,"Hattiban, Lalitpur",25500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Newly build house on sale at Tenzing Chowk, Kapan",House,"Tenzing Chowk, Kathmandu",36500000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Residential house on sale at Old Baneshwor,House,"Old Baneshwor, Kathmandu",45000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Full furnished house on sale at Dhobikhola, Kathmandu",House,"Dhobikhola, Kathmandu",46000000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Residential house on sale at Bhangal, Budhanilkantha",House,"Bhangal , Kathmandu",17800000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Beautiful house on sale at Hattigauda, Budhanilkantha",House,"Hattigaunda, Kathmandu",34500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for sale near Kist Hospital, Imadol",House,"Imadol, Lalitpur",35000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Attractive house on sale in Kapan,House,"Kapan, Kathmandu",18800000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Bhandari Road, Imadol",House,"Imadol, Lalitpur",27000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Residential house on sale at Phutung, Kathmandu",House,"Phutung, Kathmandu",15000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Commercial house for sale in Kadaghari,House,"Kadaghari, Kathmandu",65000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"Attractive house on sale at Lolang, Kathmandu",House,"Lolang, Kathmandu",25500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Residential house on sale at Tikathali, Imadol",House,"Tikathali, Lalitpur",25000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Commercial house on sale at Nakhipot, Lalitpur",House,"Nakhipot, Lalitpur",71000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"6 BHK house on sale at Imadol, Lalitpur",House,"Imadol, Lalitpur",37000000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"Beautiful house on sale at Kusunti, Lalitpur",House,"Kusunti, Lalitpur",39500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Residential house on sale at Kharibot, Kapan",House,"Kharibot, Kathmandu",32500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Luxurious classic villa for sale at Dhapasi, Kathmandu",House,"Dhapasi, Kathmandu",135000000.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"Brand New House for sale at Imadol, Shanti Colony",House,"Imadol, Lalitpur",22000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"House on sale at Dhapasi, Kathmandu",House,"Dhapasi, Kathmandu",12000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Commercial house on sale at Bagbazar, Kathmandu",House,"Bagbazar, Kathmandu",70000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Under construction house on sale at Sukedhara,House,"Sukedhara, Kathmandu",55000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Single storied house for sale in Pasikot,House,"Pasikot, Kathmandu",28000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
A modern house on sale at Satdobato,House,"Satdobato, Lalitpur",45000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"House on sale at Bistachhap, Godawari",House,"Bistachhap, Lalitpur",13500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Brand new house for sale in Imadol,House,"Imadol, Lalitpur",32500000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Bungalow house for sale in Imadol,House,"Imadol, Lalitpur",37500000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"Beautiful house on sale at Checkpost,Thankot",House,"Thankot, Kathmandu",14500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Attractive house on sale at Kalanki,House,"Kalanki, Kathmandu",26000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Dhanus Galli, Maharajgunj",House,"Maharajgunj, Kathmandu",24000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House for sale in Dhumbarahi,House,"Dhumbarahi, Kathmandu",38000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"New house for sale at Kapan, Budhanilkantha",House,"Kapan, Kathmandu",29500000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Semi furnished house on sale at Kalanki,House,"Kalanki, Kathmandu",25500000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Residential house on sale at Bibek Chowk, Kapan",House,"Kapan, Kathmandu",31000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for sale in Lolang Height, Tarkeshwor",House,"Lolang, Kathmandu",24000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for Sale at Downtown Residency, Imadol",House,"Imadol, Lalitpur",42500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Neoclassic house on sale at Maharajgunj,House,"Maharajgunj, Kathmandu",30000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Flat system house for sale in Ratopul,House,"Ratopool, Kathmandu",138000000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Beautiful house on sale at Sanobharyang,House,"Sanobharyang, Kathmandu",74000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Bungalow for sale at CG Villa, Sunakothi",House,"Sunakothi, Lalitpur",37500000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Brand new Lavish house for sale at Bhaisepati,House,"Bhaisepati, Lalitpur",85000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Beautiful house on sale at Bhaktapur,House,"Bhaktapur, Bhaktapur",20000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for sale at Hattigaunda, Budhanilkantha",House,"Hattigaunda, Kathmandu",34500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Commercial house for sale in Panipokhari,House,"Panipokhari, Kathmandu",65000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Semi Commercial house for sale at Gokarna,House,"Gokarna, Kathmandu",30000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"House for sale in Budhanilkantha, Pasikot",House,"Pasikot, Kathmandu",34000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"9BHK house on sale at Dhumbarahi, Kathmandu",House,"Dhumbarahi, Kathmandu",67500000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"Attractive house on sale at Budhanilkantha, Kathmandu",House,"Budhanilkantha, Kathmandu",47000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Beautiful bungalow on sale at Chabahil,House,"Chabahil, Kathmandu",50000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Beautiful house on sale at Khadka Gaun, Kalanki",House,"Khadka Gaun, Kathmandu",33000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Residential Bungalow for sale at Dhumbarahi,House,"Dhumbarahi, Kathmandu",140000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Newly built house for sale at Budhanilkantha, Kathmandu",House,"Budhanilkantha, Kathmandu",34000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"House on sale at Khursanitar, Lazimpat",House,"Lazimpat, Kathmandu",42000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for sale in CG Villa, Sunakothi",House,"Sunakothi, Lalitpur",37500000.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"Bungalow for sale in Sangam Awas, Bhaisepati",House,"Bhaisepati, Lalitpur",78000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Beautiful house for sale in CG Hills, Hattigauda",House,"Hattigaunda, Kathmandu",77000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Brand new house on sale at Syuchatar,House,"Syuchatar, Kathmandu",38000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Residential house for sale at Gwarko, Lalitpur",House,"Gwarko, Lalitpur",15500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Furnished Bungalow for rent at Maharajgunj,House,"Maharajgunj, Kathmandu",105000000.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Commercial house for sale behind of Hotel Harati,�Chhetrapati",House,"Chhetrapati, Kathmandu",125000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"4BHK beautiful house on sale at Imadol, Lalitpur",House,"Imadol, Lalitpur",23500000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"House on sale near European Bakery, Baluwatar",House,"Baluwatar, Kathmandu",35000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Luxurious Bungalow for sale in Sitapaila,House,"Sitapaila, Kathmandu",62500000.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"Residential house on sale at Thaiba, Godawari",House,"Thaiba, Lalitpur",18000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Beautiful house on sale at Ochu Height, Imadol",House,"Ochu Height, Lalitpur",27000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Residential house on sale at Koteshwor ,House,"Koteshwor, Kathmandu",41500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"New house on sale in Sanagaun, Lalitpur",House,"Sanagaun, Lalitpur",20400000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4BHK house on sale at Bhaisepati,House,"Bhaisepati, Lalitpur",78000000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"Residential house on sale at Madhyapur Thimi, Bhaktpur",House,"Chardobato, Bhaktapur",41000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Attractive house on sale at Mandikhatar,House,"Mandikhatar, Kathmandu",40000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Booking open for two bungalows in Budhanilakantha,House,"Deuwa chowk, Kathmandu",43500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beautiful house on sale at Dhapasi Height,House,"Dhapasi, Kathmandu",58000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Gothatar, Kathmandu",House,"Gothatar, Kathmandu",38000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House for sale in Tokha,House,"Grande Hospital, Kathmandu",30000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Residential house on sale at Danchhi, Kageshwori",House,"Danchhi, Kathmandu",15000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Beautiful house on sale at Sainbu, Lalitpur",House,"Sainbu, Lalitpur",30000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House for Sale in Harisddhi,House,"Harisiddhi, Lalitpur",35000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Attractive house on sale at Thali, Kageshwori",House,"Thali, Kathmandu",15500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Beautiful house on sale at Kapan, Budhanilkantha",House,"Kapan, Kathmandu",29500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Under construction house on sale at Budhanilkantha, Kathmandu",House,"Budhanilkantha, Kathmandu",33500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Beautiful house on sale at Nakhipot,House,"Nakhipot, Lalitpur",50000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House for sale in Khumaltar ,House,"Khumaltar, Lalitpur",55000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Commercial house for sale in Maharajgunj,House,"Maharajgunj, Kathmandu",75000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"Under construction house on sale at Bhangal, Budhanilkantha",House,"Bhangal , Kathmandu",29500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for sale at Shankhamul, Kathmandu",House,"Shankhamul, Kathmandu",68000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for sale at Gaurighat, Kathmandu",House,"Gaurighat, Kathmandu",23000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Residential house on sale at Gwarko, Lalitpur",House,"Gwarko, Lalitpur",27000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Beautiful house on sale at Imadol, Mahalaxmi",House,"Imadol, Lalitpur",27500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Newly built House for sale at Narayantar,House,"Narayantar, Kathmandu",35000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Beautiful house on sale at Thali, Kageshwori",House,"Thali, Kathmandu",13300000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Attractive house on sale at Bhangal, Budhanilkantha",House,"Bhangal , Kathmandu",28500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Beautiful house on sale at Dhapasi,House,"Dhapasi, Kathmandu",61000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Residential house on sale at Suryabinayak ,House,"Suryabinayak, Bhaktapur",82000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Attractive house on sale in Budhanilkantha, Kathmandu",House,"Budhanilkantha, Kathmandu",46000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Residential house for sale near Mahalaxmi Temple, Lubhu",House,"Lubhu, Lalitpur",17000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Full furnished house on sale at Golfutar,House,"Golfutar, Kathmandu",80000000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Fully furnished house on sale at Budhanilkantha,House,"Budhanilkantha, Kathmandu",39000000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Residential house on sale at Jarankhu, Kathmandu",House,"Jarankhu, Kathmandu",16000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale near Chirayu Hospital, Basundhara",House,"Basundhara, Kathmandu",75000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Katunje, Bhaktpur",House,"Katunje, Bhaktapur",35000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Newly Built residential house for sale in Chyau Danda, Lalitpur",House,"Chyau Danda, Lalitpur",24000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Under construction house for sale in Bansbari,House,"Bansbari, Kathmandu",65000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on urgent sale at Imadol,House,"Imadol, Lalitpur",26500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Residential house on sale at Nayabazar, Kathmandu",House,"Naya Bazar, Kathmandu",33000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Luxurious Houses available at Dhapakhel, Downtown Residency",House,"Nagdaha, Lalitpur",41500000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Brand new house for sale in Thecho,House,"Thecho, Lalitpur",19000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Bungalow House for sale in Mandikhatar,House,"Mandikhatar, Kathmandu",65000000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"Residential house for sale in Icimod, Khumaltar",House,"Icimod, Lalitpur",30500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Commercial house on sale in Imadol,House,"Imadol, Lalitpur",40000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Under Construction Bungalow for sale in Chundevi,House,"Chundevi, Kathmandu",75000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Modern Houses for Sale at Godawari Valley, Taukhel",House,"Godawari, Lalitpur",41900000.00000001,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"House on sale at Kapan, Chunikhel",House,"Chunikhel, Kathmandu",25000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Residential house for sale in Gairidhara,House,"Gairidhara, Kathmandu",51000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Residential house for sale at Khursanitar, Lazimpat",House,"Lazimpat, Kathmandu",56000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Lampokhari, Chabahil",House,"Chabahil, Kathmandu",35000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Attractive house on sale at Chandragiri,House,"Matatirtha, Kathmandu",18000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Bungalow on sale at Basbari, Kathmandu",House,"Bansbari, Kathmandu",55000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Brand new house on sale in Dahachowk,House,"Dahachowk, Kathmandu",29000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
 Full furnished house on sale at Bhaisepati,House,"Bhaisepati, Lalitpur",55000000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"House on sale in Swoyambhu, Nagarjun",House,"Swoyambhu, Kathmandu",27500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Residential house on sale in Bafal, Nagarjun",House,"Bafal, Kathmandu",36500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Beautiful house on sale at Chapali, Budhanilkantha",House,"Chapali, Kathmandu",61500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Chandragiri,House,"Chandragiri, Kathmandu",17000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4BHK house on sale at Imadol, Lalitpur",House,"Imadol, Lalitpur",25500000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"Residential house on sale in Imadol, Lalitpur",House,"Imadol, Lalitpur",32500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Attractive house for sale at Imadol,House,"Imadol, Lalitpur",26500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Beautiful house on sale at Hattiban, Lalitpur",House,"Hattiban, Lalitpur",20500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Manamaiju, Tarkeshwor",House,"Manamaiju, Kathmandu",25000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for sale at Godamchaur, Godawari",House,"Godamchaur, Lalitpur",29000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Old house on sale at Tripureshwor, Kathmandu",House,"Tripureshwor, Kathmandu",32000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Beautiful fully furnished bungalow for sale in Budhanilkantha,House,"Budhanilkantha, Kathmandu",51500000.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"Residential house on sale in Dhapasi Height, Tokha",House,"Dhapasi, Kathmandu",58000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Beautiful house on sale at Banasthali, Kathmandu",House,"Banasthali, Kathmandu",23500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Residential house on sale in Kumaripati, Lalitpur",House,"Kumaripati, Lalitpur",45000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Residential house on sale at Swoyambhu, Nagarjun",House,"Swoyambhu, Kathmandu",31500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Beautiful house on sale in Tindhara, Swoyambhu",House,"Swoyambhu, Kathmandu",29500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Residential house on sale in Shantinagar, Kathmandu",House,"Shantinagar, Kathmandu",49800000.00000001,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Beautiful house on sale in Sundarbasti, Budhanilkantha",House,"Sundarbasti, Kathmandu",27000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Modern Houses for Sale at Godawari Valley ,House,"Taukhel, Lalitpur",38000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"House on sale in Tahachal, Kathmandu",House,"Tahachal, Kathmandu",13500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Residential house for sale at Sundarbasti, Budhanilkantha",House,"Sundarbasti, Kathmandu",39500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Beautiful House on Sale at Pokhara ,House,"Gagangauda, Kaski",100000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Residential house for sale at Kapan, Budhanilkantha",House,"Kapan, Kathmandu",32500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Residential house on sale at Imadol,House,"Imadol, Lalitpur",28500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"6BHK beautiful house on sale in Imadol, Lalitpur",House,"Imadol, Lalitpur",25000000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"4BHK house on sale in Danchhi, Kageshwori Manohara",House,"Danchhi, Kathmandu",15000000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"8BHK beautiful house for sale at Bhaisepati, Lalitpur",House,"Bhaisepati, Lalitpur",67500000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"Beautiful house on sale in Bhangal, Budhanilkantha",House,"Bhangal , Kathmandu",29000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Residential house on sale in Sundarbasti, Budhanilkantha",House,"Sundarbasti, Kathmandu",29800000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Newly built house on sale in Jhaukhel, Changunarayan",House,"Jhaukhel, Bhaktapur",14000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Beautiful houses on sale in Bhaisepati, Lalitpur",House,"Bhaisepati, Lalitpur",38000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Full furnished bungalow on sale in Budhanilkantha, Kathmandu",House,"Budhanilkantha, Kathmandu",67500000.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"Beautiful house for sale at Budhanilkantha, Kathmandu",House,"Budhanilkantha, Kathmandu",65000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
" Residential house on sale at Sanagau, Imadol",House,"Imadol, Lalitpur",23500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"5BHK Beautiful house for sale at Imadol, Lalitpur",House,"Imadol, Lalitpur",26000000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"Residential house for sale in Tyanglafat, Kirtipur",House,"Tyanglafat, Kathmandu",24500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
New house on sale in Kageshwori,House,"Kageshwori, Kathmandu",25500000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Beautiful house for sale at Checkpost, Chandragiri",House,"Chandragiri, Kathmandu",13100000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Nayapati, Gokarneshwar",House,"Nayapati, Kathmandu",33000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Thaiba, Godawari",House,"Thaiba, Lalitpur",22000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4BHK house on sale in Imadol, Lalitpur",House,"Imadol, Lalitpur",23500000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"Attractive house for sale at Imadol, Lalitpur",House,"Imadol, Lalitpur",42500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Beautiful house on sale at Checkpost, Chandragiri",House,"Chandragiri, Kathmandu",19000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"New house on sale in Pasikot, Tokha",House,"Tokha, Kathmandu",23000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Semi furnished beautiful house for sale in Budhanilkantha,House,"Budhanilkantha, Kathmandu",40000000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"House for sale at Thulobharayang, Nagarjun",House,"Thulobharyang, Kathmandu",30000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Chappalkarkhana,House,"Chappal karkhana, Kathmandu",62000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Semi furnished house on sale in Pasikot, Budhanilkantha",House,"Pasikot, Kathmandu",38000000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Beautiful house on sale in Nakhipot,House,"Nakhipot, Lalitpur",25500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Brand new residential house for sale in Sheetal Height, Imadol",House,"Imadol, Lalitpur",21000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Beautiful house on sale in Dhobighat, sanepa",House,"Dhobighat, Lalitpur",76500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Under construction duplex house for sale in Budhanilkantha,House,"Budhanilkantha, Kathmandu",25000000.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"House for sale at Gairi gaun, Ichangu Narayan",House,"Gairi Gaun, Kathmandu",25000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Ichangunarayan, Nagarjun",House,"Ichangu Narayan, Kathmandu",25000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Mitranagar, Gangabu",House,"Gongabu, Kathmandu",29000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Semi furnished house on sale in Bhaisepati,House,"Bhaisepati, Lalitpur",31000000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"House on sale in Sukedhara, Kathmandu",House,"Sukedhara, Kathmandu",39800000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2 Beautiful houses on sale in Budhanilkantha,House,"Budhanilkantha, Kathmandu",45000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Commercial house on sale in Goldhunga,House,"Goldhunga, Kathmandu",15000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"Residential house on sale in Thapathali, Kathmandu",House,"Thapathali, Kathmandu",110000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Newly built house on sale at Bhaisepati, Lalitpur",House,"Bhaisepati, Lalitpur",55000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Semi bungalow house on sale in Gokul Awas, Bhaisepati",House,"Bhaisepati, Lalitpur",32500000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"Beautiful house for sale at Imadol, Lalitpur",House,"Imadol, Lalitpur",36000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Commercial house on sale in Lolang Height,House,"Lolang, Kathmandu",25000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
