title,category,location,price_numeric,is_bungalow,is_villa,is_apartment,is_duplex,is_house,is_land,has_parking,has_garden,has_bhk,is_furnished,is_modern,is_luxury,is_commercial,is_urgent
"House on sale at Budhanilkantha, Kamitar",House,"Kamitar, Kathmandu",17000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Modern Bungalow for sale at Ichangu,House,"Ichangu Narayan, Kathmandu",29000000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
House for sale at Budhanilkantha,House,"Budhanilkantha, Kathmandu",58000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for sale at Manbahadur Marg, Bhangal",House,"Manabahadur Marga, Kathmandu",27000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Villa on sale at Budhanilkantha,House,"Budhanilkantha, Kathmandu",57500000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"House for sale at Hepali Height, Budhanilkantha",House,"Hepali Height, Kathmandu",27000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for sale at Hattigauda, Ganesh Chowk",House,"Budhanilkantha, Kathmandu",44500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for sale at Maharajgunj, Bansbari",House,"Bansbari, Kathmandu",45000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Kavresthali,House,"Kavresthali, Kathmandu",15500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for urgent sale at Balaju, Goldhunga",House,"Goldhunga, Kathmandu",18500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House for sale at Thankot Checkpost,House,"Thankot, Kathmandu",30000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for sale at Buddhamarg, Nakhipot",House,"Nakhipot, Lalitpur",25000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Commercial house for sale at Thankot Checkpost,House,"Thankot, Kathmandu",19000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"Commercial house for sale at Gongabu, New Buspark",House,"Gongabu, Kathmandu",35000000.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
"House on sale at Imadol, Shital height Cozyhomes",House,"Imadol, Lalitpur",32500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Gyaneshwor,House,"Gyaneshwor, Kathmandu",35000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Kalanki, Syuchatar",House,"Syuchatar, Kathmandu",24500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Kalanki, Syuchatar",House,"Syuchatar, Kathmandu",22000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for sale at Baneshwor, Shankamul",House,"Shankhamul, Kathmandu",55500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bungalow for sale at Jawalakhel,House,"Jawalakhel, Lalitpur",90000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Semi Bungalow on sale at Manbahadur Marga, Hattigauda",House,"Manabahadur Marga, Kathmandu",27000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Bungalow for sale/rent at CG Hills Colony,House,"Hattigaunda, Kathmandu",50000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Luxury bungalow on sale at Bansbari,House,"Bansbari, Kathmandu",38000000.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"House on sale at Kapurdhara, Samakhusi",House, undefined,24500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Newly built house for sale at Banasthali, Kharibot ",House,"Banasthali, Kathmandu",20000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Bungalow on rent or sale in Balkumari, Lalitpur",House,"Balkumari, Lalitpur",50000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
House on sale in Tikathali,House,"Tikathali, Lalitpur",16000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Thankot,House,"Thankot, Kathmandu",32500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House for sale near Thankot Checkpost,House,"Thankot, Kathmandu",16000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House for sale at Thankot Check post,House,"Thankot, Kathmandu",16000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Under construction house for sale at Siddhartha Colony,House,"Siddhartha Colony, Kathmandu",70000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Premium House on Sale at Budhanilkantha,House,"Chapali, Kathmandu",29500000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"House on sale at Kalanki, Khadka Gau",House,"Kalanki, Kathmandu",22000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Bafal,House,"Bafal, Kathmandu",31000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Lubhu, Lalitpur",House,"Lubhu, Lalitpur",18500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Nagarjun,House,"Nagarjun, Kathmandu",22500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Kumarigal,House,"Kumarigal, Kathmandu",35000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Modern house on sale in Tenzing Chowk , Kapan",House,"Tenzing Chowk, Kathmandu",29000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
House on sale in Nayabasti,House,"Naya Basti, Kathmandu",19000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Bhaisepati, Magal Colony",House,"Bhaisepati, Lalitpur",22000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Bhaisepati,House,"Bhaisepati, Lalitpur",21000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Saranpur Height, Sitapaila",House,"Sitapaila, Kathmandu",34500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Bungalow on sale in Bhangal, Budhanilkantha",House,"Bhangal , Kathmandu",35000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"House on sale in Katyani Chowk, Baneshwor",House,"Katyani Chowk, Kathmandu",33000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Jarankhu, Basanta Colony",House,"Jarankhu, Kathmandu",12000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Mulpani Chaur,House,"Mulpani, Kathmandu",12000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Setipakha, Lalitpur",House,"Setipakha, Lalitpur",21000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Lasuntar, Kapan",House,"Rudreshwor, Kathmandu",10500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Shital Height Imadol,House,"Imadol, Lalitpur",16500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House for sale at Imadol,House,"Imadol, Lalitpur",25000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Modern design house on sale at Shital Height, Imadol",House,"Imadol, Lalitpur",22000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"House on sale at Nayabasti, Imadol",House,"Imadol, Lalitpur",21500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Sheetal height, Imadol",House,"Imadol, Lalitpur",24500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Syuchatar Height,House,"Syuchatar, Kathmandu",20700000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Syuchatar,House,"Syuchatar, Kathmandu",22000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Lolang Height,House,"Lolang, Kathmandu",15500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Thankot, near by High Vision Colony",House,"Thankot, Kathmandu",11500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Commercial house on sale at Panga, Kirtipur",House,"Panga, Kathmandu",52000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
House for sale at Imadol,House,"Imadol, Lalitpur",21500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Imadol,House,"Imadol, Lalitpur",17500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Imadol,House,"Imadol, Lalitpur",18500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Imadol, Shital Height",House,"Imadol, Lalitpur",19800000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Bhatkyapati, Kirtipur",House,"Bhatkepati, Kathmandu",17500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Semi bungalow on sale in Dhapasi,House,"Dhapasi, Kathmandu",32500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Semi bungalow on sale at Milan Chowk, New Baneshwor",House,"New Baneshwor, Kathmandu",42500000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
"Bungalow on sale in Tinkune, Subidha Marg",House,"Tinkune, Kathmandu",50000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
House on sale in Kadaghari,House,"Kadaghari, Kathmandu",12000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Kalanki,House,"Kalanki, Kathmandu",28000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Dharmasthali,House,"Dharmasthali, Kathmandu",24000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Bungalow on sale in Taulung, Budhanilkantha",House,"Taulung, Kathmandu",42500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
House on sale in Matatirtha,House,"Matatirtha, Kathmandu",33000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Imadol,House,"Imadol, Lalitpur",20700000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Imadol,House,"Imadol, Lalitpur",18200000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Brand new house on sale in Syuchatar Height,House,"Syuchatar, Kathmandu",22400000.000000004,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Brand new house on sale in Syuchatar,House,"Syuchatar, Kathmandu",24500000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
House on sale in Budhanilkantha,House,"Budhanilkantha, Kathmandu",29900000.000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Brand new house on sale in Kapan, Ram Mandir",House,"Ram Mandir, Kathmandu",26500000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"House on sale in Thankot, Check Post",House,"Thankot, Kathmandu",11500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Mahadevsthan,House,"Mahadevsthan, Kathmandu",11000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Mahadevsthan, Thankot",House,"Mahadevsthan, Kathmandu",11500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Thankot,House,"Thankot, Kathmandu",12000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Katunje, Bhaktapur",House,"Katunje, Bhaktapur",14000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Katunje, Bhaktapur",House,"Katunje, Bhaktapur",13500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Balkot, Bhaktapur",House,"Balkot, Bhaktapur",25000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Khumaltar,House,"Khumaltar, Lalitpur",21000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Chamati, Swoyambhu",House,"Chamati, Kathmandu",30000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Commercial house on sale in Kalimati,House,"Kalimati, Kathmandu",50000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Commercial house on sale in Kalimati,House,"Kalimati, Kathmandu",22500000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Bungalow on sale in Ichangunarayan,House,"Ichangu Narayan, Kathmandu",29000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
House on sale in Sanobharyang,House,"Syuchatar, Kathmandu",28500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Maitidevi,House,"Maitidevi, Kathmandu",46500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Brand new house on sale in Sitapaila,House,"Sitapaila, Kathmandu",27000000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Bungalow on sale in Hattigauda,House,"Hattigaunda, Kathmandu",31500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Bungalow on sale in Budhanilkantha,House,"Budhanilkantha, Kathmandu",110000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
House on sale in Tokha,House,"Grande Hospital, Kathmandu",24500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Nepaltar,House,"Manamaiju, Kathmandu",22500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Basundhara,House,"Basundhara, Kathmandu",28500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Samakhusi,House,"Samakhusi, Kathmandu",25000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Tokha,House,"Panchetar, Kathmandu",15500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Baluwakhani, Kapan",House,"Baluwakhani, Kathmandu",17000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Dhungeadda, Chandagiri",House,"Dhungeadda, Kathmandu",16000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Dhungeadda, Chandragiri",House,"Dhungeadda, Kathmandu",15500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Dhungeadda, Chandragiri",House,"Dhungeadda, Kathmandu",16500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Tinthana, Chandragiri",House,"Tinthana, Kathmandu",18000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Dhungeadda, Chandragiri",House,"Dawadi Gaun, Kathmandu",19000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Brand new house on sale in Bafal,House,"Bafal, Kathmandu",22500000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
House on sale at Putalisadak,House,"Putalisadak, Kathmandu",50000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Thankot, Chandragiri",House,"Thankot, Kathmandu",12800000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Mahadevsthan, Chandragiri",House,"Mahadevsthan, Kathmandu",12000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Thankot,House,"Thankot, Kathmandu",9800000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Thankot, Chandragiri",House,"Thankot, Kathmandu",17000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bungalow on sale in Naxal,House,"Naxal, Kathmandu",100000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Commercial house on sale in Balaju,House,"Balaju, Kathmandu",260000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"Commercial house on sale in Ratopool, Gaushala",House,"Ratopool, Kathmandu",150000000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"House on sale in Manjushree Marga, Lalitpur",House,"Bungamati, Lalitpur",25000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Brand new bungalow on urgent sale at Gothatar,House,"Gothatar, Kathmandu",62500000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
"House on urgent sale in Bhaisepati, Lalitpur",House,"Bhaisepati, Lalitpur",25500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Naxal,House,"Naxal, Kathmandu",38000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Pasikot, Budhanilkantha",House,"Pasikot, Kathmandu",55000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Bungalow on sale at Sanepa, Lalitpur",House,"Sanepa, Lalitpur",97500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
House on sale in Golfutar,House,"Golfutar, Kathmandu",43000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on urgent sale in Samakhusi, Sarkari Dhara",House,"Samakhusi, Kathmandu",30000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Mangal Colony, Bhaisepati",House,"Bhaisepati, Lalitpur",27500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Pasikot, Budhanilkantha",House,"Pasikot, Kathmandu",30000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Nilopool, Sukedhara",House,"Nilopool, Kathmandu",26000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House for sale at Pasikot,House,"Pasikot, Kathmandu",32000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Luxurious house on sale in Shantinagar, Baneshwor",House,"Shantinagar, Kathmandu",90000000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"House on sale in Budhanilkantha, Hepali height",House,"Hepali Height, Kathmandu",41000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Baluwatar, Kathmandu",House,"Baluwatar, Kathmandu",130000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Budhanilkantha,House,"Budhanilkantha, Kathmandu",31000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Dhapasi Height,House,"Dhapasi, Kathmandu",25000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2 houses are on sale sale in Baluwatar,House,"Baluwatar, Kathmandu",70000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on urgent sale in Hepali height, Golfutar",House,"Golfutar, Kathmandu",22000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bungalow on sale in Budhanilkantha,House,"Rudreshwor, Kathmandu",140000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
House for sale at Bhangal,House,"Bhangal , Kathmandu",19000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Chunikhel,House,"Chunikhel, Kathmandu",13000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House for sale at Akashedhara,House,"Kapan, Kathmandu",20000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House for sale at Gongabu,House,"Gongabu, Kathmandu",18500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Kapan,House,"Kapan, Kathmandu",12500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for sale at Kapan, Bhangal",House,"Bhangal , Kathmandu",18000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bungalow on sale at Dhumbarahi ,House,"Chappal karkhana, Kathmandu",38500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
House on sale at Sukedhara,House,"Sukedhara, Kathmandu",45000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Greenland Chowk,House,"Dhapasi, Kathmandu",33000000.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
House on sale at Karyabinayak Housing Colony,House,"Bhaisepati, Lalitpur",28000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Gopikrishna,House,"Jaya Bageshwori, Kathmandu",57500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Sundarbasti,House,"Bhangal , Kathmandu",32000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale Sundarbasti,House,"Bhangal , Kathmandu",19000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Thulo Bharyang ,House,"Swoyambhu, Kathmandu",24500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Narayanthan, Taulung",House,"Taulung, Kathmandu",38000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Kapan,House,"Kapan, Kathmandu",27500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Greenland,House,"Dhapasi, Kathmandu",47500000.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
House on sale at Grande Housing,House,"Dhapasi, Kathmandu",28000000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"Bungalow on rent/sale in Maharajgunj, near by American Emabssy",House,"Maharajgunj, Kathmandu",49000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
House on sale at Tokha,House,"Tokha Saraswoti, Kathmandu",13500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bungalow on sale at Bhaisepati,House,"Bhaisepati, Lalitpur",29000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Bungalow on sale in Dhapasi height,House,"Dhapasi, Kathmandu",32000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
House on sale at Sundarbasti,House,"Bhangal , Kathmandu",23800000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Golfutar, Budhanilkantha",House,"Golfutar, Kathmandu",34000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bungalow for sale at Baluwatar,House,"Baluwatar, Kathmandu",22500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"House for sale in Greenland, Grande, Tokha",House,"Grande Hospital, Kathmandu",32800000.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
House on sale at Sundarbasti,House,"Bhangal , Kathmandu",20500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Semi commercial house on sale at Bhangal,House,"Bhangal , Kathmandu",26500000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
House on sale at Raniban,House,"Banasthali, Kathmandu",29000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Sundarbasti,House,"Mandikatar, Kathmandu",27500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Golfutar height,House,"Golfutar, Kathmandu",36500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bungalow for sale at Ganeshchowk,House,"Budhanilkantha, Kathmandu",28500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
House on sale at Baluwatar,House,"Baluwatar, Kathmandu",50000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Budhanilkantha,House,"Budhanilkantha, Kathmandu",65000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bungalow on sale at Narayanthan,House,"Narayanthan , Kathmandu",133000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
House on sale at Budhanilkantha,House,"Budhanilkantha, Kathmandu",45000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Kapan Chunikhel,House,"Chunikhel, Kathmandu",23000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at sundarbasti,House,"Mandikatar, Kathmandu",25000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Dhapasi,House,"Dhapasi, Kathmandu",40000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Icimod Dhapakhel,House,"Satdobato, Lalitpur",25000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Sitapaila,House,"Sitapaila, Kathmandu",55000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale near Grande Hospital,House,"Tokha Saraswoti, Kathmandu",21500000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
Residential house on sale at Baniyatar,House,"Baniyatar, Kathmandu",26000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Mandikhatar,House,"Mandikatar, Kathmandu",26000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Dhapakhel,House,"Dhapakhel, Lalitpur",26500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Dhapasi,House,"Dhapasi, Kathmandu",28000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Hepali, Golfutar",House,"Hepali Height, Kathmandu",34500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bungalow on sale at Ganeshchowk,House,"Budhanilkantha, Kathmandu",32500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
House on sale at Golfutar,House,"Golfutar, Kathmandu",34500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Shankhamul,House,"Shankhamul, Kathmandu",32500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Sano Bharyang,House,"Banasthali, Kathmandu",29500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale Tokha,House,"Tokha Saraswoti, Kathmandu",24500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Mandikhatar, Kapan",House,"Mandikatar, Kathmandu",65000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Budhanilkantha,House,"Budhanilkantha, Kathmandu",67500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House for sale at Dhapasi,House,"Dhapasi, Kathmandu",21500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Kapan-Paiyutar,House,"Paiyuntar, Kathmandu",19000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Nakhipot,House,"Nakhipot, Lalitpur",55000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale at Dhungedhara,House,"Banasthali, Kathmandu",49500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on urgent sale at Chandragiri,House,"Thankot, Kathmandu",18000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for sale in Thankot, Chandragiri",House,"Thankot, Kathmandu",11500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House for sale in Kalanki,House,"Kalanki, Kathmandu",13000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House for sale at Thankot,House,"Thankot, Kathmandu",21000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for sale in Matatirtha, Chandragiri",House,"Thankot, Kathmandu",13500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House for sale in Matatirtha, Chandragiri",House,"Thankot, Kathmandu",17500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Chandragiri, High Vision Colony",House,"Thankot, Kathmandu",19000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale at Thankot, Chandragiri",House,"Thankot, Kathmandu",12000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Thankot,House,"Thankot, Kathmandu",14000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Chandragiri,House,"Thankot, Kathmandu",13000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on urgent sale at Bansbari,House,"Bansbari, Kathmandu",36000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Thankot,House,"Thankot, Kathmandu",16500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House on sale in Thankot,House,"Thankot, Kathmandu",13500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"House on sale in Chandragiri, Mahadevsthan",House,"Thankot, Kathmandu",11500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bungalow on rent at Chundevi,House,"Chandol, Kathmandu",40000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
