title,location,district_clean,category,price_numeric,land_area_sqft,bedrooms,bathrooms,price_per_sqft,bed_bath_ratio,is_bungalow,is_villa,mentions_bhk,source,tokens,tokens_text,num_tokens
"House on sale in Golfutar, Budhanilkantha","Golfutar, Kathmandu",Kathmandu,House,34000000.0,1369.0,5.0,3.0,24835.64645726808,1.6129032258064515,0,0,0,Kaggle (Valley),"['house', 'sale', 'golfutar', 'budhanilkantha']",house sale golfutar budhanilkantha,4
Bungalow for sale at Baluwatar,"Baluwatar, Kathmandu",Kathmandu,House,22500000.0,752.95,6.0,6.0,29882.462314894747,0.9836065573770492,1,0,0,Kaggle (Valley),"['bungalow', 'sale', 'baluwatar']",bungalow sale baluwatar,3
"House for sale in Greenland, Grande, Tokha","Grande Hospital, Kathmandu",Kathmandu,House,32800000.0,1403.225,6.0,5.0,23374.726077428782,1.1764705882352942,0,0,0,Kaggle (Valley),"['house', 'sale', 'greenland', 'grande', 'tokha']",house sale greenland grande tokha,5
House on sale at Sundarbasti,"Bhangal , Kathmandu",Kathmandu,House,20500000.0,1060.975,5.0,4.0,19321.850184971372,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'sundarbasti']",house sale sundarbasti,3
Semi commercial house on sale at Bhangal,"Bhangal , Kathmandu",Kathmandu,House,26500000.0,1060.975,5.0,4.0,24977.025848865433,1.2195121951219514,0,0,0,Kaggle (Valley),"['semi', 'commercial', 'house', 'sale', 'bhangal']",semi commercial house sale bhangal,5
House on sale at Raniban,"Banasthali, Kathmandu",Kathmandu,House,29000000.0,1711.25,5.0,4.0,16946.676406135866,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'raniban']",house sale raniban,3
House on sale at Sundarbasti,"Mandikatar, Kathmandu",Kathmandu,House,27500000.0,1369.0,5.0,4.0,20087.65522279036,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'sundarbasti']",house sale sundarbasti,3
House on sale at Golfutar height,"Golfutar, Kathmandu",Kathmandu,House,36500000.0,1369.0,5.0,5.0,26661.7969320672,0.9803921568627452,0,0,0,Kaggle (Valley),"['house', 'sale', 'golfutar', 'height']",house sale golfutar height,4
Bungalow for sale at Ganeshchowk,"Budhanilkantha, Kathmandu",Kathmandu,House,28500000.0,1369.0,5.0,4.0,20818.11541271001,1.2195121951219514,1,0,0,Kaggle (Valley),"['bungalow', 'sale', 'ganeshchowk']",bungalow sale ganeshchowk,3
House on sale at Baluwatar,"Baluwatar, Kathmandu",Kathmandu,House,50000000.0,2738.0,5.0,4.0,18261.504747991235,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'baluwatar']",house sale baluwatar,3
House on sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Kathmandu,House,65000000.0,5133.75,5.0,4.0,12661.309958607257,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'budhanilkantha']",house sale budhanilkantha,3
Bungalow on sale at Narayanthan,"Narayanthan , Kathmandu",Kathmandu,House,133000000.0,4107.0,5.0,4.0,32383.735086437788,1.2195121951219514,1,0,0,Kaggle (Valley),"['bungalow', 'sale', 'narayanthan']",bungalow sale narayanthan,3
House on sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Kathmandu,House,45000000.0,2053.5,5.0,4.0,21913.80569758948,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'budhanilkantha']",house sale budhanilkantha,3
House on sale at Kapan Chunikhel,"Chunikhel, Kathmandu",Kathmandu,House,23000000.0,1095.2,6.0,4.0,21000.73046018992,1.4634146341463417,0,0,0,Kaggle (Valley),"['house', 'sale', 'kapan', 'chunikhel']",house sale kapan chunikhel,4
House on sale at sundarbasti,"Mandikatar, Kathmandu",Kathmandu,House,25000000.0,1369.0,6.0,5.0,18261.504747991235,1.1764705882352942,0,0,0,Kaggle (Valley),"['house', 'sale', 'sundarbasti']",house sale sundarbasti,3
House on sale at Dhapasi,"Dhapasi, Kathmandu",Kathmandu,House,40000000.0,2395.75,5.0,3.0,16696.23291244913,1.6129032258064515,0,0,0,Kaggle (Valley),"['house', 'sale', 'dhapasi']",house sale dhapasi,3
House on sale at Icimod Dhapakhel,"Satdobato, Lalitpur",Lalitpur,House,25000000.0,1197.875,5.0,4.0,20870.29114056141,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'icimod', 'dhapakhel']",house sale icimod dhapakhel,4
House on sale at Sitapaila,"Sitapaila, Kathmandu",Kathmandu,House,55000000.0,1711.25,7.0,5.0,32140.248356464577,1.3725490196078431,0,0,0,Kaggle (Valley),"['house', 'sale', 'sitapaila']",house sale sitapaila,3
House on sale near Grande Hospital,"Tokha Saraswoti, Kathmandu",Kathmandu,House,21500000.0,1369.0,5.0,5.0,15704.894083272462,0.9803921568627452,0,0,0,Kaggle (Valley),"['house', 'sale', 'near', 'grande', 'hospital']",house sale near grande hospital,5
Residential house on sale at Baniyatar,"Baniyatar, Kathmandu",Kathmandu,House,26000000.0,1369.0,5.0,4.0,18991.964937910885,1.2195121951219514,0,0,0,Kaggle (Valley),"['residential', 'house', 'sale', 'baniyatar']",residential house sale baniyatar,4
House on sale at Mandikhatar,"Mandikatar, Kathmandu",Kathmandu,House,26000000.0,1369.0,5.0,4.0,18991.964937910885,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'mandikhatar']",house sale mandikhatar,3
House on sale at Dhapakhel,"Dhapakhel, Lalitpur",Lalitpur,House,26500000.0,1403.225,5.0,4.0,18885.068324751912,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'dhapakhel']",house sale dhapakhel,3
House on sale at Dhapasi,"Dhapasi, Kathmandu",Kathmandu,House,28000000.0,1779.7,5.0,4.0,15732.988705961678,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'dhapasi']",house sale dhapasi,3
"House on sale at Hepali, Golfutar","Hepali Height, Kathmandu",Kathmandu,House,34500000.0,1403.225,5.0,6.0,24586.22102656381,0.819672131147541,0,0,0,Kaggle (Valley),"['house', 'sale', 'hepali', 'golfutar']",house sale hepali golfutar,4
Bungalow on sale at Ganeshchowk,"Budhanilkantha, Kathmandu",Kathmandu,House,32500000.0,1779.7,4.0,4.0,18261.504747991235,0.9756097560975612,1,0,0,Kaggle (Valley),"['bungalow', 'sale', 'ganeshchowk']",bungalow sale ganeshchowk,3
House on sale at Golfutar,"Golfutar, Kathmandu",Kathmandu,House,34500000.0,1369.0,6.0,6.0,25200.876552227903,0.9836065573770492,0,0,0,Kaggle (Valley),"['house', 'sale', 'golfutar']",house sale golfutar,3
House on sale at Shankhamul,"Shankhamul, Kathmandu",Kathmandu,House,32500000.0,1711.25,6.0,6.0,18991.964937910885,0.9836065573770492,0,0,0,Kaggle (Valley),"['house', 'sale', 'shankhamul']",house sale shankhamul,3
House on sale at Sano Bharyang,"Banasthali, Kathmandu",Kathmandu,House,29500000.0,1711.25,6.0,6.0,17238.860482103726,0.9836065573770492,0,0,0,Kaggle (Valley),"['house', 'sale', 'sano', 'bharyang']",house sale sano bharyang,4
House on sale Tokha,"Tokha Saraswoti, Kathmandu",Kathmandu,House,24500000.0,1197.875,4.0,3.0,20452.885317750184,1.2903225806451613,0,0,0,Kaggle (Valley),"['house', 'sale', 'tokha']",house sale tokha,3
"House on sale at Mandikhatar, Kapan","Mandikatar, Kathmandu",Kathmandu,House,65000000.0,2738.0,5.0,3.0,23739.956172388604,1.6129032258064515,0,0,0,Kaggle (Valley),"['house', 'sale', 'mandikhatar', 'kapan']",house sale mandikhatar kapan,4
House on sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Kathmandu,House,67500000.0,5886.7,5.0,6.0,11466.526237110776,0.819672131147541,0,0,0,Kaggle (Valley),"['house', 'sale', 'budhanilkantha']",house sale budhanilkantha,3
House for sale at Dhapasi,"Dhapasi, Kathmandu",Kathmandu,House,21500000.0,1026.75,5.0,5.0,20939.858777696616,0.9803921568627452,0,0,0,Kaggle (Valley),"['house', 'sale', 'dhapasi']",house sale dhapasi,3
House on sale at Kapan-Paiyutar,"Paiyuntar, Kathmandu",Kathmandu,House,19000000.0,1026.75,5.0,5.0,18504.99147796445,0.9803921568627452,0,0,0,Kaggle (Valley),"['house', 'sale', 'kapanpaiyutar']",house sale kapanpaiyutar,3
House on sale at Nakhipot,"Nakhipot, Lalitpur",Lalitpur,House,55000000.0,4449.25,6.0,5.0,12361.633983255604,1.1764705882352942,0,0,0,Kaggle (Valley),"['house', 'sale', 'nakhipot']",house sale nakhipot,3
House on sale at Dhungedhara,"Banasthali, Kathmandu",Kathmandu,House,49500000.0,2053.5,6.0,6.0,24105.18626734843,0.9836065573770492,0,0,0,Kaggle (Valley),"['house', 'sale', 'dhungedhara']",house sale dhungedhara,3
House on urgent sale at Chandragiri,"Thankot, Kathmandu",Kathmandu,House,18000000.0,958.3,6.0,4.0,18783.262026505272,1.4634146341463417,0,0,0,Kaggle (Valley),"['house', 'urgent', 'sale', 'chandragiri']",house urgent sale chandragiri,4
"House for sale in Thankot, Chandragiri","Thankot, Kathmandu",Kathmandu,House,11500000.0,752.95,5.0,3.0,15273.25851650176,1.6129032258064515,0,0,0,Kaggle (Valley),"['house', 'sale', 'thankot', 'chandragiri']",house sale thankot chandragiri,4
House for sale in Kalanki,"Kalanki, Kathmandu",Kathmandu,House,13000000.0,787.175,4.0,3.0,16514.75211992251,1.2903225806451613,0,0,0,Kaggle (Valley),"['house', 'sale', 'kalanki']",house sale kalanki,3
House for sale at Thankot,"Thankot, Kathmandu",Kathmandu,House,21000000.0,1711.25,5.0,5.0,12271.731190650107,0.9803921568627452,0,0,0,Kaggle (Valley),"['house', 'sale', 'thankot']",house sale thankot,3
"House for sale in Matatirtha, Chandragiri","Thankot, Kathmandu",Kathmandu,House,13500000.0,787.175,4.0,3.0,17149.934893765683,1.2903225806451613,0,0,0,Kaggle (Valley),"['house', 'sale', 'matatirtha', 'chandragiri']",house sale matatirtha chandragiri,4
"House for sale in Matatirtha, Chandragiri","Thankot, Kathmandu",Kathmandu,House,17500000.0,2121.9500000000003,5.0,4.0,8247.13117651217,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'matatirtha', 'chandragiri']",house sale matatirtha chandragiri,4
"House on sale at Chandragiri, High Vision Colony","Thankot, Kathmandu",Kathmandu,House,19000000.0,1369.0,5.0,4.0,13878.743608473338,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'chandragiri', 'high', 'vision', 'colony']",house sale chandragiri high vision colony,6
"House on sale at Thankot, Chandragiri","Thankot, Kathmandu",Kathmandu,House,12000000.0,1095.2,5.0,4.0,10956.90284879474,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'thankot', 'chandragiri']",house sale thankot chandragiri,4
House on sale in Thankot,"Thankot, Kathmandu",Kathmandu,House,14000000.0,1095.2,4.0,4.0,12783.053323593864,0.9756097560975612,0,0,0,Kaggle (Valley),"['house', 'sale', 'thankot']",house sale thankot,3
House on sale in Chandragiri,"Thankot, Kathmandu",Kathmandu,House,13000000.0,1026.75,5.0,4.0,12661.309958607257,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'chandragiri']",house sale chandragiri,3
House on urgent sale at Bansbari,"Bansbari, Kathmandu",Kathmandu,House,36000000.0,2053.5,6.0,6.0,17531.044558071586,0.9836065573770492,0,0,0,Kaggle (Valley),"['house', 'urgent', 'sale', 'bansbari']",house urgent sale bansbari,4
House on sale in Thankot,"Thankot, Kathmandu",Kathmandu,House,16500000.0,1026.75,5.0,4.0,16070.124178232289,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'thankot']",house sale thankot,3
House on sale in Thankot,"Thankot, Kathmandu",Kathmandu,House,13500000.0,1026.75,5.0,4.0,13148.283418553689,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'thankot']",house sale thankot,3
"House on sale in Chandragiri, Mahadevsthan","Thankot, Kathmandu",Kathmandu,House,11500000.0,1026.75,5.0,4.0,11200.389578767958,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'chandragiri', 'mahadevsthan']",house sale chandragiri mahadevsthan,4
Bungalow on rent at Chundevi,"Chandol, Kathmandu",Kathmandu,House,40000000.0,2738.0,4.0,2.0,14609.203798392988,1.9047619047619049,1,0,0,Kaggle (Valley),"['bungalow', 'rent', 'chundevi']",bungalow rent chundevi,3
Semi commercial house for sale at Boudha ,"Bouddha, Kathmandu",Kathmandu,House,80000000.0,2395.75,7.0,3.0,33392.46582489826,2.258064516129032,0,0,0,Kaggle (Valley),"['semi', 'commercial', 'house', 'sale', 'boudha']",semi commercial house sale boudha,5
Bungalow on sale in Sitapaila Colony,"Sitapaila, Kathmandu",Kathmandu,House,26500000.0,1540.125,5.0,4.0,17206.395584773963,1.2195121951219514,1,0,0,Kaggle (Valley),"['bungalow', 'sale', 'sitapaila', 'colony']",bungalow sale sitapaila colony,4
"Semi-Bungalow on sale at Bansbari, Budhanilkantha","Bansbari, Kathmandu",Kathmandu,House,37000000.0,2053.5,5.0,5.0,18018.018018018018,0.9803921568627452,1,0,0,Kaggle (Valley),"['semibungalow', 'sale', 'bansbari', 'budhanilkantha']",semibungalow sale bansbari budhanilkantha,4
House on sale in Bafal,"Bafal, Kathmandu",Kathmandu,House,20300000.0,1197.875,5.0,4.0,16946.676406135866,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'bafal']",house sale bafal,3
House for rent at Chappalkarkhana,"Chappal karkhana, Kathmandu",Kathmandu,House,35000000.0,1369.0,6.0,6.0,25566.106647187728,0.9836065573770492,0,0,0,Kaggle (Valley),"['house', 'rent', 'chappalkarkhana']",house rent chappalkarkhana,3
"House on sale at Hepali, Golfutar","Hepali Height, Kathmandu",Kathmandu,House,43000000.0,1882.375,5.0,3.0,22843.482302941764,1.6129032258064515,0,0,0,Kaggle (Valley),"['house', 'sale', 'hepali', 'golfutar']",house sale hepali golfutar,4
House on sale at Hepali Height,"Dhapasi, Kathmandu",Kathmandu,House,22000000.0,1026.75,3.0,4.0,21426.832237643048,0.7317073170731708,0,0,0,Kaggle (Valley),"['house', 'sale', 'hepali', 'height']",house sale hepali height,4
Semi-Bungalow on sale at Bhaisepati,"Bhaisepati, Lalitpur",Lalitpur,House,29000000.0,1437.45,7.0,4.0,20174.61476920936,1.707317073170732,1,0,0,Kaggle (Valley),"['semibungalow', 'sale', 'bhaisepati']",semibungalow sale bhaisepati,3
"Bungalow on sale at Sitapaila, Ramkot","Ramkot, Kathmandu",Kathmandu,House,23000000.0,1471.675,4.0,4.0,15628.450575025056,0.9756097560975612,1,0,0,Kaggle (Valley),"['bungalow', 'sale', 'sitapaila', 'ramkot']",bungalow sale sitapaila ramkot,4
Commercial house on sale at Samakhusi,"Samakhusi, Kathmandu",Kathmandu,House,52000000.0,3422.5,5.0,4.0,15193.571950328707,1.2195121951219514,0,0,0,Kaggle (Valley),"['commercial', 'house', 'sale', 'samakhusi']",commercial house sale samakhusi,4
Semi-Bungalow on sale at Lainchaur,"Lainchaur, Kathmandu",Kathmandu,House,55000000.0,2121.9500000000003,5.0,3.0,25919.555126181105,1.6129032258064515,1,0,0,Kaggle (Valley),"['semibungalow', 'sale', 'lainchaur']",semibungalow sale lainchaur,3
Semi-Bungalow on sale at Naxal,"Naxal, Kathmandu",Kathmandu,House,76000000.0,2772.225,6.0,6.0,27414.802189576967,0.9836065573770492,1,0,0,Kaggle (Valley),"['semibungalow', 'sale', 'naxal']",semibungalow sale naxal,3
Semi-Bungalow on sale at Naxal,"Naxal, Kathmandu",Kathmandu,House,38000000.0,1369.0,6.0,5.0,27757.487216946676,1.1764705882352942,1,0,0,Kaggle (Valley),"['semibungalow', 'sale', 'naxal']",semibungalow sale naxal,3
"House on sale at Kalanki, Syuchatar","Syuchatar, Kathmandu",Kathmandu,House,32000000.0,2053.5,4.0,4.0,15583.150718285851,0.9756097560975612,0,0,0,Kaggle (Valley),"['house', 'sale', 'kalanki', 'syuchatar']",house sale kalanki syuchatar,4
Bungalow on sale at Dhapasi,"Dhapasi, Kathmandu",Kathmandu,House,32000000.0,1026.75,6.0,4.0,31166.301436571703,1.4634146341463417,1,0,0,Kaggle (Valley),"['bungalow', 'sale', 'dhapasi']",bungalow sale dhapasi,3
Villa on sale at Swoyambhu,"Ichangu Narayan, Kathmandu",Kathmandu,House,29000000.0,1745.475,4.0,4.0,16614.388633466537,0.9756097560975612,0,1,0,Kaggle (Valley),"['villa', 'sale', 'swoyambhu']",villa sale swoyambhu,3
Bungalow on sale at Kupandol,"Kupandole, Lalitpur",Lalitpur,House,150000000.0,7529.5,6.0,4.0,19921.64154326317,1.4634146341463417,1,0,0,Kaggle (Valley),"['bungalow', 'sale', 'kupandol']",bungalow sale kupandol,3
"House on sale at Nakhipot, Lalitpur","Nakhipot, Lalitpur",Lalitpur,House,21500000.0,1283.4375,5.0,4.0,16751.88702215729,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'nakhipot', 'lalitpur']",house sale nakhipot lalitpur,4
"House on sale at Sanepa, Lalitpur","Sanepa, Lalitpur",Lalitpur,House,58000000.0,1745.475,6.0,6.0,33228.77726693307,0.9836065573770492,0,0,0,Kaggle (Valley),"['house', 'sale', 'sanepa', 'lalitpur']",house sale sanepa lalitpur,4
House on sale at Dhapasi,"Dhapasi, Kathmandu",Kathmandu,House,31000000.0,1745.475,5.0,4.0,17760.208539222847,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'dhapasi']",house sale dhapasi,3
House on sale in Battisputali,"Battisputali, Kathmandu",Kathmandu,House,51000000.0,1882.375,5.0,4.0,27093.432498837905,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'battisputali']",house sale battisputali,3
House for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Kathmandu,House,23500000.0,1060.975,6.0,3.0,22149.438016918404,1.9354838709677415,0,0,0,Kaggle (Valley),"['house', 'sale', 'budhanilkantha']",house sale budhanilkantha,3
House on sale at Maitidevi,"Maitidevi, Kathmandu",Kathmandu,House,46500000.0,1197.875,8.0,7.0,38818.74152144422,1.1267605633802815,0,0,0,Kaggle (Valley),"['house', 'sale', 'maitidevi']",house sale maitidevi,3
"House on sale at Kalanki, Bafal","Bafal, Kathmandu",Kathmandu,House,28000000.0,1369.0,7.0,4.0,20452.885317750184,1.707317073170732,0,0,0,Kaggle (Valley),"['house', 'sale', 'kalanki', 'bafal']",house sale kalanki bafal,4
"House on sale at Kalanki, Syuchatar","Kalanki, Kathmandu",Kathmandu,House,25000000.0,1369.0,5.0,4.0,18261.504747991235,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'kalanki', 'syuchatar']",house sale kalanki syuchatar,4
"House on sale at Chappal Karkhana, Chakrapath","Chappal karkhana, Kathmandu",Kathmandu,House,32000000.0,1026.75,5.0,4.0,31166.301436571703,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'chappal', 'karkhana', 'chakrapath']",house sale chappal karkhana chakrapath,5
"House on sale at Chandol, Baluwatar","Chandol, Kathmandu",Kathmandu,House,34000000.0,2121.9500000000003,5.0,4.0,16022.9977143665,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'chandol', 'baluwatar']",house sale chandol baluwatar,4
House on sale at Samakhusi,"Samakhusi, Kathmandu",Kathmandu,House,32000000.0,1369.0,6.0,4.0,23374.72607742878,1.4634146341463417,0,0,0,Kaggle (Valley),"['house', 'sale', 'samakhusi']",house sale samakhusi,3
"A new house for sale in Golfutar, Budhanilkantha ","Golfutar, Kathmandu",Kathmandu,House,32500000.0,1369.0,6.0,5.0,23739.956172388604,1.1764705882352942,0,0,0,Kaggle (Valley),"['new', 'house', 'sale', 'golfutar', 'budhanilkantha']",new house sale golfutar budhanilkantha,5
Bungalow for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Kathmandu,House,48000000.0,1197.875,7.0,7.0,40070.95898987791,0.9859154929577464,1,0,0,Kaggle (Valley),"['bungalow', 'sale', 'budhanilkantha']",bungalow sale budhanilkantha,3
"Bungalow on sale Mahadevtar height, Samakhusi","Samakhusi, Kathmandu",Kathmandu,House,25000000.0,1197.875,6.0,9.0,20870.29114056141,0.6593406593406593,1,0,0,Kaggle (Valley),"['bungalow', 'sale', 'mahadevtar', 'height', 'samakhusi']",bungalow sale mahadevtar height samakhusi,5
House for sale at Sukedhara,"Sukedhara, Kathmandu",Kathmandu,House,42500000.0,1369.0,5.0,4.0,31044.5580715851,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'sukedhara']",house sale sukedhara,3
House for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Kathmandu,House,67500000.0,4107.0,4.0,4.0,16435.35427319211,0.9756097560975612,0,0,0,Kaggle (Valley),"['house', 'sale', 'budhanilkantha']",house sale budhanilkantha,3
House for rent/sale at Hattigauda,"Hattigaunda, Kathmandu",Kathmandu,House,54000000.0,1369.0,4.0,6.0,39444.85025566107,0.6557377049180328,0,0,0,Kaggle (Valley),"['house', 'rentsale', 'hattigauda']",house rentsale hattigauda,3
Bungalow on sale Budhanilkantha,"Budhanilkantha, Kathmandu",Kathmandu,House,95000000.0,2053.5,5.0,7.0,46262.47869491113,0.7042253521126761,1,0,0,Kaggle (Valley),"['bungalow', 'sale', 'budhanilkantha']",bungalow sale budhanilkantha,3
House for sale at Chappalkarkhana,"Chappal karkhana, Kathmandu",Kathmandu,House,32000000.0,1095.2,4.0,5.0,29218.407596785975,0.7843137254901962,0,0,0,Kaggle (Valley),"['house', 'sale', 'chappalkarkhana']",house sale chappalkarkhana,3
House for sale at Samakhusi,"Samakhusi, Kathmandu",Kathmandu,House,32000000.0,1369.0,6.0,5.0,23374.72607742878,1.1764705882352942,0,0,0,Kaggle (Valley),"['house', 'sale', 'samakhusi']",house sale samakhusi,3
"House on sale at Thapathali, Kathmandu","Thapathali, Kathmandu",Kathmandu,House,69000000.0,3422.5,4.0,4.0,20160.701241782324,0.9756097560975612,0,0,0,Kaggle (Valley),"['house', 'sale', 'thapathali', 'kathmandu']",house sale thapathali kathmandu,4
House on sale at Bhaisepati,"Bhaisepati, Lalitpur",Lalitpur,House,28000000.0,1437.45,2.0,1.0,19478.938397857317,1.818181818181818,0,0,0,Kaggle (Valley),"['house', 'sale', 'bhaisepati']",house sale bhaisepati,3
"House for sale at Kantipur Colony, Nakhipot","Nakhipot, Lalitpur",Lalitpur,House,23000000.0,1129.425,4.0,3.0,20364.344688669014,1.2903225806451613,0,0,0,Kaggle (Valley),"['house', 'sale', 'kantipur', 'colony', 'nakhipot']",house sale kantipur colony nakhipot,5
"House for sale at Banasthali, Ranibaan","Banasthali, Kathmandu",Kathmandu,House,45000000.0,1540.125,7.0,5.0,29218.407596785975,1.3725490196078431,0,0,0,Kaggle (Valley),"['house', 'sale', 'banasthali', 'ranibaan']",house sale banasthali ranibaan,4
House for sale at Khumaltar,"Satdobato, Lalitpur",Lalitpur,House,45000000.0,3080.25,6.0,4.0,14609.203798392988,1.4634146341463417,0,0,0,Kaggle (Valley),"['house', 'sale', 'khumaltar']",house sale khumaltar,3
Bungalow for sale at Sanepa,"Sanepa, Lalitpur",Lalitpur,House,120000000.0,5476.0,6.0,6.0,21913.80569758948,0.9836065573770492,1,0,0,Kaggle (Valley),"['bungalow', 'sale', 'sanepa']",bungalow sale sanepa,3
House for sale at Sanepa ,"Sanepa, Lalitpur",Lalitpur,House,75000000.0,2395.75,6.0,4.0,31305.436710842117,1.4634146341463417,0,0,0,Kaggle (Valley),"['house', 'sale', 'sanepa']",house sale sanepa,3
House for sale at Hattiban,"Hattiban, Lalitpur",Lalitpur,House,100000000.0,1437.45,4.0,4.0,69567.6371352047,0.9756097560975612,0,0,0,Kaggle (Valley),"['house', 'sale', 'hattiban']",house sale hattiban,3
House for sale at Jawalakhel,"Jawalakhel, Lalitpur",Lalitpur,House,36000000.0,1369.0,5.0,5.0,26296.566837107377,0.9803921568627452,0,0,0,Kaggle (Valley),"['house', 'sale', 'jawalakhel']",house sale jawalakhel,3
House for sale at Khumaltar,"Hattiban, Lalitpur",Lalitpur,House,30000000.0,1026.75,4.0,4.0,29218.407596785975,0.9756097560975612,0,0,0,Kaggle (Valley),"['house', 'sale', 'khumaltar']",house sale khumaltar,3
House on sale near Deuba Niwas,"Budhanilkantha, Kathmandu",Kathmandu,House,45000000.0,2053.5,1.0,1.0,21913.80569758948,0.9090909090909092,0,0,0,Kaggle (Valley),"['house', 'sale', 'near', 'deuba', 'niwas']",house sale near deuba niwas,5
House on sale at Dhapasi,"Dhapasi, Kathmandu",Kathmandu,House,32000000.0,1540.125,6.0,1.0,20777.534291047803,5.454545454545454,0,0,0,Kaggle (Valley),"['house', 'sale', 'dhapasi']",house sale dhapasi,3
"House on sale at Naxal, Bhatbhateni","Naxal, Kathmandu",Kathmandu,House,95000000.0,4107.0,1.0,1.0,23131.239347455565,0.9090909090909092,0,0,0,Kaggle (Valley),"['house', 'sale', 'naxal', 'bhatbhateni']",house sale naxal bhatbhateni,4
"House on sale at Golfutar, Hepali","Hepali Height, Kathmandu",Kathmandu,House,34000000.0,1403.225,5.0,2.0,24229.898982700568,2.380952380952381,0,0,0,Kaggle (Valley),"['house', 'sale', 'golfutar', 'hepali']",house sale golfutar hepali,4
"House for sale at Naxal, Bhatbhateni","Naxal, Kathmandu",Kathmandu,House,38000000.0,1369.0,6.0,5.0,27757.487216946676,1.1764705882352942,0,0,0,Kaggle (Valley),"['house', 'sale', 'naxal', 'bhatbhateni']",house sale naxal bhatbhateni,4
Bungalow on sale at Budhanilkantha height,"Budhanilkantha, Kathmandu",Kathmandu,House,45000000.0,1882.375,7.0,3.0,23905.969851915797,2.258064516129032,1,0,0,Kaggle (Valley),"['bungalow', 'sale', 'budhanilkantha', 'height']",bungalow sale budhanilkantha height,4
"House on sale at Gongabu, Ranibari","Gongabu, Kathmandu",Kathmandu,House,80000000.0,4449.25,6.0,1.0,17980.55852109906,5.454545454545454,0,0,0,Kaggle (Valley),"['house', 'sale', 'gongabu', 'ranibari']",house sale gongabu ranibari,4
House on sale at Sukedhara Chowk,"Sukedhara, Kathmandu",Kathmandu,House,105000000.0,4791.5,5.0,7.0,21913.80569758948,0.7042253521126761,0,0,0,Kaggle (Valley),"['house', 'sale', 'sukedhara', 'chowk']",house sale sukedhara chowk,4
"House on sale at Golfutar, Hepali","Hepali Height, Kathmandu",Kathmandu,House,32000000.0,1369.0,1.0,7.0,23374.72607742878,0.1408450704225352,0,0,0,Kaggle (Valley),"['house', 'sale', 'golfutar', 'hepali']",house sale golfutar hepali,4
House for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Kathmandu,House,105000000.0,3080.25,5.0,4.0,34088.1421962503,1.2195121951219514,0,0,0,Kaggle (Valley),"['house', 'sale', 'budhanilkantha']",house sale budhanilkantha,3
House on sale at Pasikot,"Pasikot, Kathmandu",Kathmandu,House,55000000.0,1711.25,4.0,4.0,32140.248356464577,0.9756097560975612,0,0,0,Kaggle (Valley),"['house', 'sale', 'pasikot']",house sale pasikot,3
House for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Kathmandu,House,70000000.0,2669.55,7.0,4.0,26221.647843269464,1.707317073170732,0,0,0,Kaggle (Valley),"['house', 'sale', 'budhanilkantha']",house sale budhanilkantha,3
"House for sale at Budhanilkantha, Rudreshwor","Budhanilkantha, Kathmandu",Kathmandu,House,57000000.0,2395.75,10.0,8.0,23792.13190024001,1.234567901234568,0,0,0,Kaggle (Valley),"['house', 'sale', 'budhanilkantha', 'rudreshwor']",house sale budhanilkantha rudreshwor,4
